id,isFraud
1016337,0
340298,0
404291,0
856641,0
173785,0
594222,0
761621,0
408894,0
713019,0
1024036,0
510274,0
299979,0
671204,0
760673,0
324006,0
642327,0
978413,0
336494,0
871376,0
387980,0
1790,0
118334,0
627100,0
958199,0
910584,0
106161,0
234654,0
615997,0
1024755,0
784222,0
943388,0
235468,0
694568,0
35541,0
501966,0
200876,0
930536,0
929403,0
1033304,0
46065,0
948909,0
542240,0
145188,0
266571,0
211356,0
446148,0
441597,0
34353,0
386034,0
195892,0
12611,0
849540,0
1031527,0
134843,0
853716,0
293343,0
542538,0
1041506,0
631876,0
541245,0
518546,0
267097,0
153611,0
743315,0
482914,0
1044931,0
954211,0
572870,0
391286,0
420891,0
324545,0
926230,0
91238,0
1005458,0
174754,0
897362,0
808384,0
719010,0
598041,0
49230,0
983709,0
272126,0
808142,0
995466,0
524536,0
310920,0
538174,0
292609,0
144411,0
834529,0
234887,0
289952,0
891677,0
877649,0
769475,0
832390,0
787338,0
709148,0
65430,0
163482,0
213523,0
492048,0
990737,0
629241,0
700639,0
746851,0
438209,0
495592,0
359250,0
1020757,0
888294,0
707365,0
877378,0
954522,0
397315,0
452142,0
1029994,0
640438,0
187736,0
4812,0
902365,0
180601,0
997613,0
684211,0
962848,0
399659,0
385708,0
362887,0
457536,0
652102,0
572062,0
445606,0
909145,0
438986,0
486696,0
368003,0
410003,0
636310,0
226479,0
127190,0
60257,0
902014,0
430852,0
507691,0
231892,0
139337,0
607410,0
404141,0
902747,0
763579,0
1021870,0
12966,0
818679,0
158586,0
724407,0
698955,0
42144,0
835195,0
95225,0
608420,0
242042,0
27604,0
127621,0
775541,0
805822,0
101283,0
462935,0
993184,0
628801,0
939929,0
837256,0
872679,0
247657,0
893733,0
381845,0
634435,0
662993,0
630656,0
945690,0
56759,0
676604,0
184450,0
593830,0
517750,0
992290,0
663227,0
941410,0
27170,0
505143,0
497387,0
328369,0
911182,0
1043255,0
583435,0
992965,0
625213,0
73067,0
364260,0
606255,0
418097,0
682267,0
647806,0
181409,0
296485,0
410766,0
158959,0
382533,0
297176,0
520790,0
92490,0
340039,0
431206,0
701476,0
205202,0
279490,0
240790,0
360133,0
237549,0
811180,0
234098,0
288986,0
909369,0
763388,0
647162,0
195475,0
228656,0
989517,0
583248,0
965370,0
1033087,0
542144,0
271701,0
719743,0
526411,0
962685,0
805371,0
259408,0
17374,0
381507,0
445271,0
201418,0
111601,0
643027,0
252299,0
881431,0
320082,0
670521,0
974743,0
429209,0
235256,0
179706,0
1002816,0
666830,0
389011,0
164083,0
340246,0
9445,0
52412,0
447230,0
872740,0
726353,0
254327,0
373069,0
715055,0
210604,0
1043278,0
526971,0
302197,0
844220,0
814702,0
24456,0
1018022,0
693390,0
813084,0
949155,0
67435,0
546715,0
491453,0
372986,0
1050,0
1023700,0
319758,0
288266,0
236853,0
475346,0
172492,0
48519,0
947041,0
444317,0
598144,0
1029215,0
671937,0
39849,0
60285,0
452498,0
266129,0
894913,0
574964,0
652553,0
329481,0
46826,0
421355,0
485995,0
141716,0
19042,0
729899,0
570183,0
1024065,0
443699,0
163167,0
134583,0
92325,0
984516,0
915794,0
775277,0
654003,0
296049,0
369522,0
107910,0
802297,0
964283,0
366940,0
628859,0
515289,0
276189,0
529647,0
849000,0
760206,0
400264,0
950139,0
22308,0
394019,0
795345,0
964190,0
224642,0
873753,0
50958,0
1041225,0
349326,0
6174,0
656609,0
362695,0
784708,0
173698,0
1012013,0
474802,0
585720,0
58621,0
134636,0
584615,0
670812,0
553697,0
481076,0
317741,0
256309,0
735680,0
798074,0
275009,0
606131,0
99561,0
262377,0
248871,0
25297,0
1492,0
812973,0
66597,0
538890,0
100195,0
56690,0
961705,0
460449,0
1033541,0
177277,0
101510,0
814965,0
557662,0
263422,0
126059,0
364080,0
1020500,0
99993,0
110781,0
927718,0
219085,0
218112,0
430203,0
651262,0
587646,0
209664,0
663391,0
955620,0
629068,0
918114,0
417583,0
587049,0
39544,0
752828,0
957807,0
1037475,0
210005,0
73809,0
199508,0
581993,0
345889,0
288323,0
986142,0
772695,0
183997,0
18025,0
667040,0
569713,0
421132,0
1042673,0
658914,0
214890,0
676623,0
495932,0
770086,0
708411,0
735147,0
166821,0
552996,0
555261,0
158179,0
417032,0
842231,0
34106,0
632165,0
565015,0
54983,0
350614,0
781455,0
867872,0
990277,0
536013,0
527156,0
208538,0
777703,0
105377,0
1013320,0
352722,0
527857,0
572831,0
312225,0
273967,0
838940,0
960499,0
1005469,0
1019622,0
617714,0
552192,0
966262,0
1017845,0
513274,0
265005,0
204720,0
825270,0
64081,0
625799,0
436170,0
432745,0
339646,0
938717,0
208999,0
186644,0
261165,0
954121,0
989405,0
1023747,0
816159,0
303425,0
910168,0
520791,0
256927,0
1017655,0
118371,0
44620,0
591287,0
146321,0
494432,0
816887,0
387653,0
782876,0
644876,0
351174,0
924704,0
221065,0
222852,0
829289,0
272354,0
427344,0
983426,0
915621,0
741759,0
522084,0
846176,0
47078,0
195600,0
981016,0
416273,0
157602,0
310086,0
60358,0
35557,0
609265,0
440464,0
1028391,0
459829,0
359877,0
951958,0
126040,0
423715,0
64489,0
1036325,0
912010,0
817686,0
215204,0
191938,0
521858,0
305843,0
983177,0
43551,0
518134,0
224955,0
541388,0
477940,0
160437,0
331174,0
352945,0
1047656,0
37494,0
955630,0
813068,0
174619,0
47182,0
1005639,0
707965,0
391181,0
404832,0
300791,0
521295,0
182521,0
317606,0
816829,0
43092,0
747104,0
871008,0
712741,0
560724,0
56014,0
860288,0
671994,0
972732,0
650373,0
330838,0
620387,0
470607,0
411834,0
133121,0
180471,0
1022133,0
173003,0
904053,0
887084,0
1019890,0
133557,0
497005,0
31448,0
915019,0
798136,0
352038,0
586700,0
857608,0
56356,0
1027698,0
153228,0
678132,0
601617,0
270941,0
715979,0
445225,0
774479,0
903106,0
151784,0
823725,0
866672,0
812213,0
919091,0
581586,0
878511,0
750072,0
848748,0
618111,0
747379,0
620807,0
174047,0
945962,0
350242,0
691786,0
244745,0
316325,0
638829,0
800493,0
302934,0
287314,0
908877,0
535463,0
186846,0
292976,0
677390,0
673702,0
504871,0
339810,0
755602,0
756196,0
601508,0
216772,0
900279,0
187744,0
605375,0
904225,0
619214,0
58895,0
482225,0
162937,0
951768,0
224170,0
711552,0
360427,0
906159,0
241098,0
722815,0
978918,0
106898,0
107921,0
1044641,0
284565,0
680597,0
711459,0
67176,0
576071,0
295880,0
368320,0
859244,0
180393,0
683512,0
801783,0
1039761,0
144724,0
79155,0
340638,0
508747,0
735025,0
348294,0
812231,0
920751,0
476261,0
373953,0
313194,0
405026,0
447435,0
213505,0
975147,0
812119,0
570134,0
207704,0
341719,0
754536,0
487636,0
827345,0
692530,0
398102,0
537210,0
231186,0
614642,0
478658,0
367897,0
529466,0
973094,0
745930,0
128101,0
786442,0
486589,0
94109,0
1013746,0
374970,0
816174,0
225571,0
370510,0
554029,0
1000962,0
1033104,0
121472,0
968817,0
646237,0
1009145,0
25149,0
626496,0
455442,0
696377,0
518483,0
36867,0
810681,0
384548,0
1017337,0
105215,0
262783,0
960282,0
815509,0
743249,0
220643,0
293446,0
539773,0
680495,0
277062,0
131411,0
477563,0
529509,0
656535,0
673285,0
127023,0
607364,0
117865,0
552597,0
571519,0
613830,0
37938,0
792733,0
918841,0
637272,0
510250,0
1044657,0
792444,0
207926,0
631385,0
372528,0
369754,0
620081,0
156554,0
468792,0
545428,0
141209,0
582321,0
771336,0
543659,0
675403,0
681961,0
206422,0
594641,0
464616,0
757347,0
156826,0
972313,0
686011,0
513719,0
919800,0
402029,0
391256,0
817694,0
114781,0
87316,0
849117,0
389532,0
850127,0
687143,0
872290,0
939988,0
257526,0
440086,0
691588,0
724780,0
778463,0
651181,0
263237,0
313639,0
408186,0
70661,0
625701,0
66800,0
573752,0
1008455,0
473967,0
292827,0
920496,0
143881,0
506362,0
532988,0
446812,0
752205,0
992993,0
700704,0
258650,0
304223,0
1020145,0
351833,0
620215,0
106519,0
973302,0
503680,0
201105,0
80930,0
769541,0
949104,0
713335,0
623425,0
237365,0
765464,0
677733,0
452390,0
344742,0
923192,0
906571,0
66788,0
739576,0
93449,0
682257,0
185885,0
303722,0
983655,0
812951,0
923582,0
700417,0
41917,0
661663,0
460165,0
1045572,0
39906,0
471419,0
114191,0
620357,0
261799,0
31701,0
438044,0
234970,0
457812,0
134808,0
599946,0
878566,0
34115,0
832053,0
998120,0
69681,0
431010,0
1038492,0
386832,0
3601,0
778945,0
929199,0
788283,0
105830,0
171960,0
191039,0
957206,0
900358,0
412058,0
840386,0
620152,0
871401,0
552478,0
377471,0
889860,0
699761,0
911385,0
474510,0
891855,0
435050,0
32088,0
396565,0
1029210,0
361391,0
894924,0
54436,0
499959,0
794796,0
1005794,0
336161,0
76176,0
951847,0
475188,0
920909,0
855650,0
107989,0
632992,0
350514,0
811775,0
347635,0
480767,0
217386,0
925373,0
1011324,0
92829,0
88776,0
531589,0
836132,0
843303,0
102705,0
498390,0
107907,0
154293,0
450639,0
333475,0
120132,0
653722,0
984074,0
266068,0
630960,0
734894,0
84322,0
505638,0
37939,0
283817,0
922524,0
849020,0
573882,0
99959,0
568627,0
812172,0
38703,0
57100,0
76451,0
630262,0
904032,0
822625,0
974460,0
887252,0
780823,0
676771,0
953661,0
338063,0
182741,0
907834,0
611964,0
239591,0
579711,0
317031,0
741899,0
565241,0
963043,0
645789,0
232301,0
879681,0
339981,0
794489,0
1117,0
231970,0
990873,0
272910,0
845143,0
869576,0
39812,0
328142,0
361177,0
859273,0
991946,0
209588,0
928029,0
662685,0
39891,0
424230,0
855447,0
339816,0
206738,0
741849,0
324326,0
960537,0
1041371,0
230909,0
89217,0
16820,0
347228,0
282060,0
171638,0
165065,0
5779,0
8816,0
946870,0
443667,0
586118,0
446415,0
258013,0
102184,0
289445,0
88193,0
688738,0
820196,0
646648,0
311498,0
84017,0
630741,0
842914,0
188737,0
499315,0
546481,0
898363,0
766701,0
26552,0
563413,0
194946,0
964742,0
690452,0
478045,0
517083,0
618902,0
130322,0
454486,0
22859,0
849183,0
970620,0
511834,0
592855,0
92159,0
688963,0
293230,0
540652,0
766589,0
450517,0
716057,0
712375,0
1000621,0
856797,0
79884,0
305079,0
704802,0
840272,0
313892,0
528112,0
647764,0
157188,0
1047460,0
477103,0
718973,0
968033,0
620739,0
681855,0
946517,0
388253,0
1045470,0
896115,0
692445,0
67607,0
184905,0
220388,0
18230,0
428218,0
980397,0
194574,0
244172,0
392657,0
551306,0
696711,0
218083,0
707384,0
90234,0
129533,0
878230,0
949838,0
387285,0
307063,0
100970,0
768898,0
342713,0
423327,0
219447,0
68874,0
684243,0
302060,0
589323,0
248795,0
1973,0
282966,0
129488,0
652839,0
882578,0
155066,0
611881,0
1036783,0
470481,0
688410,0
1026262,0
456508,0
397094,0
60143,0
551389,0
223614,0
592983,0
220592,0
264299,0
98973,0
303521,0
147377,0
484045,0
622280,0
728985,0
596412,0
373795,0
254564,0
566487,0
361656,0
979888,0
285098,0
38416,0
867866,0
764058,0
238256,0
366354,0
363457,0
545916,0
517366,0
87435,0
454405,0
102323,0
496616,0
835085,0
503152,0
402898,0
65254,0
2653,0
1012065,0
200810,0
240829,0
600296,0
575043,0
594975,0
303661,0
739293,1
386129,0
1028916,0
462244,0
748986,0
286153,0
841168,0
286776,0
8321,0
949307,0
797931,0
338313,0
998096,0
582068,0
843264,0
741301,0
556045,0
254860,0
7475,0
825958,0
399264,0
2975,0
8012,0
3832,0
491353,0
638938,0
616965,0
423298,0
805809,0
503124,0
213353,0
419396,0
106666,0
263116,0
29066,0
487044,0
669998,0
320155,0
767103,0
915364,0
212963,0
677900,0
624370,0
200184,0
778390,0
964341,0
701489,0
718696,0
524762,0
365874,0
7985,0
273286,0
716452,0
155889,0
819516,0
59390,0
599991,0
635680,0
367381,0
216812,0
229569,0
586211,0
136250,0
399406,0
497722,0
968456,0
573510,0
386925,0
431131,0
966379,0
770740,0
24862,0
625416,0
78739,0
178960,0
1016313,0
326087,0
227155,0
14290,0
530234,0
570318,0
76672,0
863000,0
788114,0
570022,0
718684,0
883764,0
871634,0
297917,0
1002664,0
73056,0
826861,0
296347,0
584393,0
209218,0
521913,0
296613,0
1005861,0
44728,0
995278,0
974259,0
780998,0
490338,0
973142,0
254548,0
587183,0
365463,0
330378,0
585122,0
764877,0
299389,0
278944,0
939146,0
473564,0
58778,0
731700,0
5109,0
657459,0
338122,0
757409,0
305002,0
453431,0
568801,0
698066,0
565807,0
1042581,0
262318,0
1046142,0
488846,0
970762,0
270867,0
1045253,0
389453,0
925370,0
275769,0
807244,0
68465,0
1006202,0
1004206,0
846043,0
555335,0
282835,0
767852,0
735271,0
733456,0
247961,0
217266,0
949489,0
240944,0
55531,0
930171,0
770958,0
873707,0
297526,0
349187,0
987025,0
174717,0
945243,0
902646,0
1002946,0
540040,0
290388,0
193500,0
405202,0
540433,0
133549,0
160487,0
981901,0
951155,0
654193,0
700082,0
91009,0
693589,0
443391,0
338582,0
899072,0
397904,0
129778,0
981477,0
1027028,0
213804,0
898201,0
79839,0
727865,0
873163,0
746246,0
251457,0
1039160,0
474830,0
645431,0
573616,0
390997,0
85782,0
452608,0
793526,0
203515,0
754139,0
787139,0
953811,0
320715,0
971872,0
140841,0
612928,0
1041559,0
371613,0
154613,0
768710,0
830287,0
431248,0
928716,0
984001,0
805479,0
884353,0
916421,0
744163,0
834465,0
851215,0
525133,0
316376,0
848906,0
1030387,1
659242,0
234812,0
882530,0
509958,0
896570,0
441260,0
543173,0
642751,0
555972,0
690547,0
723601,0
970311,0
929137,0
921664,0
916380,0
772960,0
108619,0
721934,0
873130,0
838723,0
47096,0
280716,0
529223,0
73178,0
955550,0
90023,0
230139,0
439435,0
780129,0
829753,0
637858,0
1031954,0
650886,0
1043489,0
733624,0
501353,0
451005,0
974320,0
30019,0
933992,0
160116,0
574198,0
87,0
55974,0
167999,0
165975,0
149531,0
907265,0
344639,0
53553,0
936093,0
819141,0
269591,0
564843,0
130367,0
872236,0
605136,0
790002,0
928914,0
959571,0
210144,0
224617,0
1016653,0
231140,0
621994,0
209879,0
388102,0
443337,0
963168,0
234344,0
276774,0
919923,0
600551,0
347358,0
903791,0
867798,0
317191,0
966341,0
662725,0
524707,0
365883,0
512303,0
77070,0
908316,0
593260,0
277380,0
646753,0
169190,0
150918,0
542954,0
310955,0
502642,0
1002693,0
539156,0
522999,0
368832,0
1004779,0
157256,0
17797,0
876313,0
957975,0
572919,0
98867,0
744950,0
576349,0
383881,0
650345,0
709604,0
974079,0
941769,0
676648,0
497643,0
1012229,0
751840,0
957757,0
190977,0
21512,0
55651,0
168857,0
638287,0
47023,0
572867,0
285607,0
542475,0
1014583,0
775562,0
531909,0
612183,0
147609,0
1025555,0
630726,0
867115,0
341371,0
829273,0
880700,0
250336,0
152109,0
11796,0
969615,0
914148,0
426273,0
911801,0
542324,0
844674,0
837973,0
822249,0
665547,0
519861,0
1020582,0
1015109,0
477800,0
466242,0
706355,0
215099,0
320152,0
137724,0
58834,0
259619,0
325024,0
294161,0
285928,0
728212,0
507916,0
1031878,0
239467,0
228959,0
685399,0
766998,0
228533,0
489744,0
441101,0
702660,0
12231,0
169822,0
474537,0
1042009,0
719452,0
173729,0
944819,0
49466,0
307899,0
588245,0
915361,0
614068,0
855857,0
317658,0
1025828,0
777082,0
672095,0
550262,0
732891,0
457462,0
603117,0
564490,0
411728,0
916714,0
381489,0
1045987,0
846359,0
423294,0
510108,0
133083,0
730168,0
184719,0
468769,0
699436,0
983432,0
817231,0
1027561,0
50842,0
74415,0
313572,0
643067,0
875008,0
703113,0
592259,0
430144,0
348311,0
173915,0
237082,0
269924,0
111476,0
976783,0
38498,0
314098,0
714728,0
13715,0
497406,0
216221,0
248624,0
147198,0
139341,0
404773,0
654878,0
5411,0
44704,0
444013,0
914337,0
538166,0
536233,0
835158,0
179182,0
585753,0
177720,0
181784,0
745087,0
565470,0
200125,0
201722,0
855259,0
322038,0
333973,0
646398,0
850397,0
1021953,0
106517,0
14571,0
961477,0
754644,0
208827,0
319197,0
29225,0
867443,0
781693,0
770281,0
44961,0
428342,0
200761,0
765506,0
184726,0
651975,0
607030,0
978029,0
854366,0
518020,0
69828,0
326078,0
966419,0
409579,0
546952,0
608351,0
805531,0
490880,0
767488,0
759435,0
613531,0
196642,0
848662,0
921302,0
95113,0
451944,0
120656,0
690828,0
864871,0
567673,0
43268,0
849110,0
428021,0
880517,0
633329,0
750245,0
207183,0
1036283,0
1003546,0
817321,0
327184,0
384417,0
10378,0
367656,0
183594,0
885779,0
994100,0
778641,0
742901,0
38395,0
779579,0
1026643,0
21306,0
549113,0
756970,0
904562,0
248564,0
443577,0
819274,0
214658,0
473375,0
113938,0
801792,0
747593,0
590573,0
953908,0
829213,0
1003738,0
674982,0
292693,0
80415,0
296383,0
841480,0
411839,0
799112,0
106945,0
925332,0
723295,0
942832,0
431665,0
962271,0
257689,0
521652,0
422230,0
530871,0
614376,0
550398,0
403276,0
522051,0
738936,0
545307,0
457464,0
227243,0
869418,0
820251,0
511375,0
358876,0
297622,0
58472,0
843175,0
813672,0
300517,0
663612,0
860373,0
412107,0
386640,0
795707,0
378860,0
159832,0
659548,0
97231,0
786682,0
563900,0
763997,0
289865,0
870028,0
188011,0
1005233,0
736510,0
250095,0
879044,0
571591,0
973280,0
676542,0
609548,0
500804,0
420916,0
575898,0
226004,0
549671,0
874410,0
649055,0
787856,0
969693,0
617325,0
851625,0
877652,0
170631,0
670528,0
460726,0
801306,0
442730,0
119168,0
181575,0
571131,0
986680,0
577589,0
725168,0
284051,0
840323,0
328821,0
716138,0
419225,0
989116,0
314992,0
397599,0
578443,0
168864,0
331295,0
47553,0
943098,0
169684,0
583906,0
316497,0
669754,0
327937,0
740736,0
494764,0
884040,0
794714,0
441620,0
48588,0
305228,0
288813,0
341980,0
477151,0
518306,0
110118,0
443490,0
1022541,0
667848,0
345174,0
86097,0
108673,0
453374,0
719039,0
594928,0
486497,0
499138,0
978441,0
540605,0
659835,0
653532,0
149782,0
248638,0
639817,0
758070,0
799837,0
60455,0
528579,0
953411,0
628330,0
833355,0
794993,0
958485,0
756520,0
456988,0
850437,0
608308,0
766557,0
660212,0
739481,0
125077,0
682564,0
363752,0
945891,0
340113,0
469820,0
498189,0
930375,0
445715,0
888654,0
440563,0
959471,0
963856,0
104728,0
605998,0
813256,0
581249,0
237616,0
867222,0
749759,0
364254,0
9079,0
464182,0
363900,0
461632,0
89749,0
755294,0
152856,0
213330,0
611309,0
361388,0
63012,0
43730,0
200120,0
732942,0
939887,0
662610,0
528038,0
79866,0
1042585,0
977937,0
1001156,0
262938,0
111320,0
638419,0
35954,0
59558,0
651731,0
367840,0
407288,0
1028880,0
103549,0
720044,0
898682,0
485886,0
129107,0
578498,0
138481,0
1020194,0
65932,0
538931,0
74612,0
808255,0
967112,0
943652,0
888993,0
473523,0
403041,0
456363,0
425023,0
830771,0
471573,0
738581,0
699433,0
125779,0
827148,0
603386,0
289848,0
450900,0
322059,0
968211,0
267201,0
950098,0
483716,0
465290,0
350595,0
443051,0
331865,0
837344,0
1025051,0
635845,0
394112,0
9358,0
261241,0
41505,0
339660,0
241304,0
557823,0
555636,0
881544,0
532664,0
557853,0
16304,0
867298,0
274585,0
456424,0
949103,0
693388,0
1036,0
318532,0
37457,0
826898,0
527598,0
886832,0
295926,0
970846,0
789336,0
542720,0
508789,0
287937,0
801429,0
373744,0
261687,0
354599,0
461709,0
197554,0
703977,0
935033,0
24048,0
47535,0
924987,0
30111,0
846575,0
827967,0
880914,0
900341,0
898121,0
587459,0
579945,0
805942,0
948326,0
995534,0
473123,0
862249,0
96089,0
533943,0
242684,0
320812,0
671127,0
692244,0
1021017,0
423134,0
1035968,0
203170,0
926154,0
932069,0
1022239,0
561592,0
1023772,0
275129,0
482937,0
948829,0
345444,0
155343,0
936027,0
649224,0
444093,0
254928,0
497619,0
751553,0
506311,0
249082,0
930003,0
202250,0
861497,0
359502,0
731568,0
345928,0
102534,0
471655,0
192001,0
820184,0
328909,0
330430,0
573777,0
704064,0
403170,0
666212,0
618689,0
522456,0
525767,0
946545,0
445893,0
448956,0
779589,0
291860,0
750266,0
135495,0
969325,0
536921,0
944891,0
778183,0
488144,0
828281,0
802778,0
388641,0
247439,0
994950,0
342176,0
985376,0
353958,0
599654,0
78764,0
1018419,0
343712,0
478931,0
750951,0
163618,0
592412,0
305932,0
888899,0
207362,0
205018,0
1047804,0
540974,0
172909,0
875804,0
954437,0
668607,0
1037688,0
529024,0
820670,0
51055,0
195857,0
71198,0
28182,0
37569,0
689909,0
396246,0
570264,0
175980,0
494132,0
917922,0
976673,0
504194,0
806497,0
964822,0
30735,0
991892,1
362306,0
946989,0
316815,0
996545,0
637599,0
742713,0
140260,0
958086,0
518720,0
199386,0
82235,0
146034,0
585368,0
123369,0
1040194,0
207059,0
35712,0
963822,0
742818,0
464086,0
476691,0
20537,0
402570,0
168872,0
993954,0
129801,0
309982,0
958227,0
286135,0
923736,0
211986,0
419611,0
756919,0
477962,0
427375,0
375325,0
592940,0
577473,0
804996,0
319545,0
71257,0
201978,0
172788,0
982755,0
263784,0
978595,0
698314,0
882573,0
702163,0
903492,0
568028,0
324430,0
686407,0
864844,0
720384,0
438070,0
1014957,0
758902,0
869404,0
85302,0
714898,0
327629,0
412925,0
224559,0
975959,0
878236,0
851378,0
891049,0
65154,0
757979,0
513137,0
301084,0
292557,0
210319,0
671983,0
255376,0
746259,0
709984,0
704762,0
141279,0
610392,0
613342,0
640984,0
432659,0
324226,0
896038,0
937499,0
478851,0
489964,0
622136,0
915257,0
993237,0
570155,0
488659,0
629246,0
970289,0
767003,0
117380,0
809728,0
812472,0
197224,0
574652,0
673496,0
490453,0
351261,0
358345,0
291947,0
684900,0
70902,0
329771,0
642861,0
993413,0
403582,0
243651,0
574947,0
591210,0
953279,0
749135,0
12239,0
84487,0
898162,0
859722,0
903587,0
757016,0
640361,0
848360,0
167155,0
184135,0
274284,0
1045593,0
830980,0
332153,0
886473,0
758173,0
157666,0
10178,0
161626,0
689077,0
416461,0
426130,0
849084,0
653287,0
14883,0
252039,0
384317,0
201419,0
94293,0
661795,0
143617,0
229046,0
987977,0
223167,0
88273,0
336701,0
754445,0
750222,0
198935,0
540515,0
731506,0
251054,0
940645,0
755244,0
437375,0
982291,0
519298,0
574617,0
160204,0
293720,0
431754,0
940854,0
360550,0
826836,0
199448,0
183392,0
178502,0
682212,0
118825,0
655288,0
531917,0
663034,0
261794,0
1024876,0
487042,0
367094,0
421829,0
34490,0
820556,0
986815,0
480675,0
521551,0
1000547,0
923033,0
385536,0
332602,0
42719,0
500277,0
186160,0
1029366,0
119555,0
